grid_position,driver_name,car,qualifying_time,season,round
24,Lucas  di Grassi  DIG,Virgin Cosworth,1:59.977,2010,3
1,Sebastian  Vettel  VET,RBR Renault,1:34.558,2010,4
2,Mark  Webber  WEB,RBR Renault,1:34.806,2010,4
3,Fernando  Alonso  ALO,Ferrari,1:34.913,2010,4
4,Nico  Rosberg  ROS,Mercedes,1:34.923,2010,4
5,Jenson  Button  BUT,McLaren Mercedes,1:34.979,2010,4
6,Lewis  Hamilton  HAM,McLaren Mercedes,1:35.034,2010,4
7,Felipe  Massa  MAS,Ferrari,1:35.180,2010,4
8,Robert  Kubica  KUB,Renault,1:35.364,2010,4
9,Michael  Schumacher  MSC,Mercedes,1:35.646,2010,4
10,Adrian  Sutil  SUT,Force India Mercedes,1:35.963,2010,4
11,Rubens  Barrichello  BAR,Williams Cosworth,1:35.748,2010,4
12,Jaime  Alguersuari  ALG,STR Ferrari,1:36.047,2010,4
13,Sebastien  Buemi  BUE,STR Ferrari,1:36.149,2010,4
14,Vitaly  Petrov  PET,Renault,1:36.311,2010,4
15,Kamui  Kobayashi  KOB,Sauber Ferrari,1:36.422,2010,4
16,Nico  Hulkenberg  HUL,Williams Cosworth,1:36.647,2010,4
17,Pedro  de la Rosa  DLR,Sauber Ferrari,1:37.020,2010,4
18,Vitantonio  Liuzzi  LIU,Force India Mercedes,1:37.161,2010,4
19,Timo  Glock  GLO,Virgin Cosworth,1:39.278,2010,4
20,Jarno  Trulli  TRU,Lotus Cosworth,1:39.399,2010,4
21,Heikki  Kovalainen  KOV,Lotus Cosworth,1:39.520,2010,4
22,Lucas  di Grassi  DIG,Virgin Cosworth,1:39.783,2010,4
23,Bruno  Senna  SEN,HRT Cosworth,1:40.469,2010,4
1,Mark  Webber  WEB,RBR Renault,1:19.995,2010,5
2,Sebastian  Vettel  VET,RBR Renault,1:20.101,2010,5
3,Lewis  Hamilton  HAM,McLaren Mercedes,1:20.829,2010,5
4,Fernando  Alonso  ALO,Ferrari,1:20.937,2010,5
5,Jenson  Button  BUT,McLaren Mercedes,1:20.991,2010,5
6,Michael  Schumacher  MSC,Mercedes,1:21.294,2010,5
7,Robert  Kubica  KUB,Renault,1:21.353,2010,5
8,Nico  Rosberg  ROS,Mercedes,1:21.408,2010,5
9,Felipe  Massa  MAS,Ferrari,1:21.585,2010,5
10,Kamui  Kobayashi  KOB,Sauber Ferrari,1:21.984,2010,5
11,Adrian  Sutil  SUT,Force India Mercedes,1:21.985,2010,5
12,Pedro  de la Rosa  DLR,Sauber Ferrari,1:22.026,2010,5
13,Nico  Hulkenberg  HUL,Williams Cosworth,1:22.131,2010,5
14,Sebastien  Buemi  BUE,STR Ferrari,1:22.191,2010,5
15,Jaime  Alguersuari  ALG,STR Ferrari,1:22.207,2010,5
16,Vitantonio  Liuzzi  LIU,Force India Mercedes,1:22.854,2010,5
17,Rubens  Barrichello  BAR,Williams Cosworth,1:23.125,2010,5
18,Jarno  Trulli  TRU,Lotus Cosworth,1:24.674,2010,5
19,Vitaly  Petrov  PET,Renault,1:22.139,2010,5
20,Heikki  Kovalainen  KOV,Lotus Cosworth,1:24.748,2010,5
21,Bruno  Senna  SEN,HRT Cosworth,1:27.122,2010,5
22,Timo  Glock  GLO,Virgin Cosworth,1:25.475,2010,5
23,Lucas  di Grassi  DIG,Virgin Cosworth,1:25.556,2010,5
24,Karun  Chandhok  CHD,HRT Cosworth,1:26.750,2010,5
1,Mark  Webber  WEB,RBR Renault,1:13.826,2010,6
2,Robert  Kubica  KUB,Renault,1:14.120,2010,6
3,Sebastian  Vettel  VET,RBR Renault,1:14.227,2010,6
4,Felipe  Massa  MAS,Ferrari,1:14.283,2010,6
5,Lewis  Hamilton  HAM,McLaren Mercedes,1:14.432,2010,6
6,Nico  Rosberg  ROS,Mercedes,1:14.544,2010,6
7,Michael  Schumacher  MSC,Mercedes,1:14.590,2010,6
8,Jenson  Button  BUT,McLaren Mercedes,1:14.637,2010,6
9,Rubens  Barrichello  BAR,Williams Cosworth,1:14.901,2010,6
10,Vitantonio  Liuzzi  LIU,Force India Mercedes,1:15.170,2010,6
11,Nico  Hulkenberg  HUL,Williams Cosworth,1:15.317,2010,6
12,Adrian  Sutil  SUT,Force India Mercedes,1:15.318,2010,6
13,Sebastien  Buemi  BUE,STR Ferrari,1:15.413,2010,6
14,Vitaly  Petrov  PET,Renault,1:15.576,2010,6
15,Pedro  de la Rosa  DLR,Sauber Ferrari,1:15.692,2010,6
16,Kamui  Kobayashi  KOB,Sauber Ferrari,1:15.992,2010,6
17,Jaime  Alguersuari  ALG,STR Ferrari,1:16.176,2010,6
18,Heikki  Kovalainen  KOV,Lotus Cosworth,1:17.094,2010,6
19,Jarno  Trulli  TRU,Lotus Cosworth,1:17.134,2010,6
20,Timo  Glock  GLO,Virgin Cosworth,1:17.377,2010,6
21,Lucas  di Grassi  DIG,Virgin Cosworth,1:17.864,2010,6
22,Bruno  Senna  SEN,HRT Cosworth,1:18.509,2010,6
23,Karun  Chandhok  CHD,HRT Cosworth,1:19.559,2010,6
1,Mark  Webber  WEB,RBR Renault,1:26.295,2010,7
2,Lewis  Hamilton  HAM,McLaren Mercedes,1:26.433,2010,7
3,Sebastian  Vettel  VET,RBR Renault,1:26.760,2010,7
4,Jenson  Button  BUT,McLaren Mercedes,1:26.781,2010,7
5,Michael  Schumacher  MSC,Mercedes,1:26.857,2010,7
6,Nico  Rosberg  ROS,Mercedes,1:26.952,2010,7
7,Robert  Kubica  KUB,Renault,1:27.039,2010,7
8,Felipe  Massa  MAS,Ferrari,1:27.082,2010,7
9,Vitaly  Petrov  PET,Renault,1:27.430,2010,7
10,Kamui  Kobayashi  KOB,Sauber Ferrari,1:28.122,2010,7
11,Adrian  Sutil  SUT,Force India Mercedes,1:27.525,2010,7
12,Fernando  Alonso  ALO,Ferrari,1:27.612,2010,7
13,Pedro  de la Rosa  DLR,Sauber Ferrari,1:27.879,2010,7
14,Sebastien  Buemi  BUE,STR Ferrari,1:28.273,2010,7
15,Rubens  Barrichello  BAR,Williams Cosworth,1:28.392,2010,7
16,Jaime  Alguersuari  ALG,STR Ferrari,1:28.540,2010,7
17,Nico  Hulkenberg  HUL,Williams Cosworth,1:28.841,2010,7
18,Vitantonio  Liuzzi  LIU,Force India Mercedes,1:28.958,2010,7
19,Jarno  Trulli  TRU,Lotus Cosworth,1:30.237,2010,7
20,Heikki  Kovalainen  KOV,Lotus Cosworth,1:30.519,2010,7
21,Timo  Glock  GLO,Virgin Cosworth,1:30.744,2010,7
22,Bruno  Senna  SEN,HRT Cosworth,1:31.266,2010,7
23,Lucas  di Grassi  DIG,Virgin Cosworth,1:31.989,2010,7
24,Karun  Chandhok  CHD,HRT Cosworth,1:32.060,2010,7
1,Lewis  Hamilton  HAM,McLaren Mercedes,1:15.105,2010,8
2,Sebastian  Vettel  VET,RBR Renault,1:15.420,2010,8
3,Fernando  Alonso  ALO,Ferrari,1:15.435,2010,8
4,Jenson  Button  BUT,McLaren Mercedes,1:15.520,2010,8
5,Vitantonio  Liuzzi  LIU,Force India Mercedes,1:15.648,2010,8
6,Felipe  Massa  MAS,Ferrari,1:15.688,2010,8
7,Mark  Webber  WEB,RBR Renault,1:15.373,2010,8
8,Robert  Kubica  KUB,Renault,1:15.715,2010,8
9,Adrian  Sutil  SUT,Force India Mercedes,1:15.881,2010,8
10,Nico  Rosberg  ROS,Mercedes,1:16.071,2010,8
11,Rubens  Barrichello  BAR,Williams Cosworth,1:16.434,2010,8
12,Nico  Hulkenberg  HUL,Williams Cosworth,1:16.438,2010,8
13,Michael  Schumacher  MSC,Mercedes,1:16.492,2010,8
14,Vitaly  Petrov  PET,Renault,1:16.844,2010,8
15,Sebastien  Buemi  BUE,STR Ferrari,1:16.928,2010,8
16,Jaime  Alguersuari  ALG,STR Ferrari,1:17.029,2010,8
17,Pedro  de la Rosa  DLR,Sauber Ferrari,1:17.384,2010,8
18,Kamui  Kobayashi  KOB,Sauber Ferrari,1:18.019,2010,8
19,Heikki  Kovalainen  KOV,Lotus Cosworth,1:18.237,2010,8
20,Jarno  Trulli  TRU,Lotus Cosworth,1:18.698,2010,8
21,Timo  Glock  GLO,Virgin Cosworth,1:18.941,2010,8
22,Bruno  Senna  SEN,HRT Cosworth,1:19.484,2010,8
23,Lucas  di Grassi  DIG,Virgin Cosworth,1:19.675,2010,8
24,Karun  Chandhok  CHD,HRT Cosworth,1:27.757,2010,8
1,Sebastian  Vettel  VET,RBR Renault,1:37.587,2010,9
2,Mark  Webber  WEB,RBR Renault,1:37.662,2010,9
3,Lewis  Hamilton  HAM,McLaren Mercedes,1:37.969,2010,9
4,Fernando  Alonso  ALO,Ferrari,1:38.075,2010,9
5,Felipe  Massa  MAS,Ferrari,1:38.127,2010,9
6,Robert  Kubica  KUB,Renault,1:38.137,2010,9
7,Jenson  Button  BUT,McLaren Mercedes,1:38.210,2010,9
8,Nico  Hulkenberg  HUL,Williams Cosworth,1:38.428,2010,9
9,Rubens  Barrichello  BAR,Williams Cosworth,1:38.428,2010,9
10,Vitaly  Petrov  PET,Renault,1:38.523,2010,9
11,Sebastien  Buemi  BUE,STR Ferrari,1:38.586,2010,9
12,Nico  Rosberg  ROS,Mercedes,1:38.627,2010,9
13,Adrian  Sutil  SUT,Force India Mercedes,1:38.851,2010,9
14,Vitantonio  Liuzzi  LIU,Force India Mercedes,1:38.884,2010,9
15,Michael  Schumacher  MSC,Mercedes,1:39.234,2010,9
16,Pedro  de la Rosa  DLR,Sauber Ferrari,1:39.264,2010,9
17,Jaime  Alguersuari  ALG,STR Ferrari,1:39.458,2010,9
18,Kamui  Kobayashi  KOB,Sauber Ferrari,1:39.343,2010,9
19,Jarno  Trulli  TRU,Lotus Cosworth,1:40.658,2010,9
20,Heikki  Kovalainen  KOV,Lotus Cosworth,1:40.882,2010,9
21,Lucas  di Grassi  DIG,Virgin Cosworth,1:42.086,2010,9
22,Timo  Glock  GLO,Virgin Cosworth,1:42.140,2010,9
23,Karun  Chandhok  CHD,HRT Cosworth,1:42.600,2010,9
24,Bruno  Senna  SEN,HRT Cosworth,1:42.851,2010,9
1,Sebastian  Vettel  VET,RBR Renault,1:29.615,2010,10
2,Mark  Webber  WEB,RBR Renault,1:29.758,2010,10
3,Fernando  Alonso  ALO,Ferrari,1:30.426,2010,10
4,Lewis  Hamilton  HAM,McLaren Mercedes,1:30.556,2010,10
5,Nico  Rosberg  ROS,Mercedes,1:30.625,2010,10
6,Robert  Kubica  KUB,Renault,1:31.040,2010,10
7,Felipe  Massa  MAS,Ferrari,1:31.172,2010,10
8,Rubens  Barrichello  BAR,Williams Cosworth,1:31.175,2010,10
9,Pedro  de la Rosa  DLR,Sauber Ferrari,1:31.274,2010,10
10,Michael  Schumacher  MSC,Mercedes,1:31.430,2010,10
11,Adrian  Sutil  SUT,Force India Mercedes,1:31.399,2010,10
12,Kamui  Kobayashi  KOB,Sauber Ferrari,1:31.421,2010,10
13,Nico  Hulkenberg  HUL,Williams Cosworth,1:31.635,2010,10
14,Jenson  Button  BUT,McLaren Mercedes,1:31.699,2010,10
15,Vitaly  Petrov  PET,Renault,1:31.796,2010,10
16,Sebastien  Buemi  BUE,STR Ferrari,1:32.012,2010,10
17,Jaime  Alguersuari  ALG,STR Ferrari,1:32.430,2010,10
18,Heikki  Kovalainen  KOV,Lotus Cosworth,1:34.405,2010,10
19,Timo  Glock  GLO,Virgin Cosworth,1:34.775,2010,10
20,Vitantonio  Liuzzi  LIU,Force India Mercedes,1:31.708,2010,10
21,Jarno  Trulli  TRU,Lotus Cosworth,1:34.864,2010,10
22,Lucas  di Grassi  DIG,Virgin Cosworth,1:35.212,2010,10
23,Karun  Chandhok  CHD,HRT Cosworth,1:36.576,2010,10
24,Sakon  Yamamoto  YAM,HRT Cosworth,1:36.968,2010,10
1,Sebastian  Vettel  VET,RBR Renault,1:13.791,2010,11
2,Fernando  Alonso  ALO,Ferrari,1:13.793,2010,11
3,Felipe  Massa  MAS,Ferrari,1:14.290,2010,11
4,Mark  Webber  WEB,RBR Renault,1:14.347,2010,11
5,Jenson  Button  BUT,McLaren Mercedes,1:14.427,2010,11
6,Lewis  Hamilton  HAM,McLaren Mercedes,1:14.566,2010,11
7,Robert  Kubica  KUB,Renault,1:15.079,2010,11
8,Rubens  Barrichello  BAR,Williams Cosworth,1:15.109,2010,11
9,Nico  Rosberg  ROS,Mercedes,1:15.179,2010,11
10,Nico  Hulkenberg  HUL,Williams Cosworth,1:15.339,2010,11
11,Michael  Schumacher  MSC,Mercedes,1:15.026,2010,11
12,Kamui  Kobayashi  KOB,Sauber Ferrari,1:15.084,2010,11
13,Vitaly  Petrov  PET,Renault,1:15.307,2010,11
14,Pedro  de la Rosa  DLR,Sauber Ferrari,1:15.550,2010,11
15,Jaime  Alguersuari  ALG,STR Ferrari,1:15.588,2010,11
16,Sebastien  Buemi  BUE,STR Ferrari,1:15.974,2010,11
17,Jarno  Trulli  TRU,Lotus Cosworth,1:17.583,2010,11
18,Heikki  Kovalainen  KOV,Lotus Cosworth,1:18.300,2010,11
19,Adrian  Sutil  SUT,Force India Mercedes,1:15.467,2010,11
20,Bruno  Senna  SEN,HRT Cosworth,1:18.592,2010,11
21,Vitantonio  Liuzzi  LIU,Force India Mercedes,1:18.952,2010,11
22,Sakon  Yamamoto  YAM,HRT Cosworth,1:19.844,2010,11
23,Timo  Glock  GLO,Virgin Cosworth,1:18.343,2010,11
24,Lucas  di Grassi  DIG,Virgin Cosworth,,2010,11
1,Sebastian  Vettel  VET,RBR Renault,1:18.773,2010,12
2,Mark  Webber  WEB,RBR Renault,1:19.184,2010,12
3,Fernando  Alonso  ALO,Ferrari,1:19.987,2010,12
4,Felipe  Massa  MAS,Ferrari,1:20.331,2010,12
5,Lewis  Hamilton  HAM,McLaren Mercedes,1:20.499,2010,12
6,Nico  Rosberg  ROS,Mercedes,1:21.082,2010,12
7,Vitaly  Petrov  PET,Renault,1:21.229,2010,12
8,Robert  Kubica  KUB,Renault,1:21.328,2010,12
9,Pedro  de la Rosa  DLR,Sauber Ferrari,1:21.411,2010,12
10,Nico  Hulkenberg  HUL,Williams Cosworth,1:21.710,2010,12
11,Jenson  Button  BUT,McLaren Mercedes,1:21.292,2010,12
12,Rubens  Barrichello  BAR,Williams Cosworth,1:21.331,2010,12
13,Adrian  Sutil  SUT,Force India Mercedes,1:21.517,2010,12
14,Michael  Schumacher  MSC,Mercedes,1:21.630,2010,12
15,Sebastien  Buemi  BUE,STR Ferrari,1:21.897,2010,12
16,Vitantonio  Liuzzi  LIU,Force India Mercedes,1:21.927,2010,12
17,Jaime  Alguersuari  ALG,STR Ferrari,1:21.998,2010,12
18,Timo  Glock  GLO,Virgin Cosworth,1:24.050,2010,12
19,Heikki  Kovalainen  KOV,Lotus Cosworth,1:24.120,2010,12
20,Jarno  Trulli  TRU,Lotus Cosworth,1:24.199,2010,12
21,Lucas  di Grassi  DIG,Virgin Cosworth,1:25.118,2010,12
22,Bruno  Senna  SEN,HRT Cosworth,1:26.391,2010,12
23,Kamui  Kobayashi  KOB,Sauber Ferrari,1:22.222,2010,12
24,Sakon  Yamamoto  YAM,HRT Cosworth,1:26.453,2010,12
1,Mark  Webber  WEB,RBR Renault,1:45.778,2010,13
2,Lewis  Hamilton  HAM,McLaren Mercedes,1:45.863,2010,13
3,Robert  Kubica  KUB,Renault,1:46.100,2010,13
4,Sebastian  Vettel  VET,RBR Renault,1:46.127,2010,13
5,Jenson  Button  BUT,McLaren Mercedes,1:46.206,2010,13
6,Felipe  Massa  MAS,Ferrari,1:46.314,2010,13
7,Rubens  Barrichello  BAR,Williams Cosworth,1:46.602,2010,13
8,Adrian  Sutil  SUT,Force India Mercedes,1:46.659,2010,13
9,Nico  Hulkenberg  HUL,Williams Cosworth,1:47.053,2010,13
10,Fernando  Alonso  ALO,Ferrari,1:47.441,2010,13
11,Jaime  Alguersuari  ALG,STR Ferrari,1:48.267,2010,13
12,Vitantonio  Liuzzi  LIU,Force India Mercedes,1:48.680,2010,13
13,Heikki  Kovalainen  KOV,Lotus Cosworth,1:50.980,2010,13
14,Nico  Rosberg  ROS,Mercedes,1:47.885,2010,13
15,Jarno  Trulli  TRU,Lotus Cosworth,2:01.491,2010,13
16,Sebastien  Buemi  BUE,STR Ferrari,1:49.209,2010,13
17,Kamui  Kobayashi  KOB,Sauber Ferrari,2:02.284,2010,13
18,Bruno  Senna  SEN,HRT Cosworth,2:03.612,2010,13
19,Sakon  Yamamoto  YAM,HRT Cosworth,2:03.941,2010,13
20,Timo  Glock  GLO,Virgin Cosworth,1:52.049,2010,13
21,Michael  Schumacher  MSC,Mercedes,1:47.874,2010,13
22,Lucas  di Grassi  DIG,Virgin Cosworth,2:18.754,2010,13
23,Vitaly  Petrov  PET,Renault,,2010,13
24,Pedro  de la Rosa  DLR,Sauber Ferrari,2:05.294,2010,13
1,Fernando  Alonso  ALO,Ferrari,1:21.962,2010,14
2,Jenson  Button  BUT,McLaren Mercedes,1:22.084,2010,14
3,Felipe  Massa  MAS,Ferrari,1:22.293,2010,14
4,Mark  Webber  WEB,RBR Renault,1:22.433,2010,14
5,Lewis  Hamilton  HAM,McLaren Mercedes,1:22.623,2010,14
6,Sebastian  Vettel  VET,RBR Renault,1:22.675,2010,14
7,Nico  Rosberg  ROS,Mercedes,1:23.027,2010,14
8,Nico  Hulkenberg  HUL,Williams Cosworth,1:23.037,2010,14
9,Robert  Kubica  KUB,Renault,1:23.039,2010,14
10,Rubens  Barrichello  BAR,Williams Cosworth,1:23.328,2010,14
11,Adrian  Sutil  SUT,Force India Mercedes,1:23.199,2010,14
12,Michael  Schumacher  MSC,Mercedes,1:23.388,2010,14
13,Kamui  Kobayashi  KOB,Sauber Ferrari,1:23.659,2010,14
14,Sebastien  Buemi  BUE,STR Ferrari,1:23.681,2010,14
15,Jaime  Alguersuari  ALG,STR Ferrari,1:23.919,2010,14
16,Pedro  de la Rosa  DLR,Sauber Ferrari,1:24.044,2010,14
17,Jarno  Trulli  TRU,Lotus Cosworth,1:25.540,2010,14
18,Heikki  Kovalainen  KOV,Lotus Cosworth,1:25.742,2010,14
19,Vitantonio  Liuzzi  LIU,Force India Mercedes,1:25.774,2010,14
20,Vitaly  Petrov  PET,Renault,1:23.819,2010,14
21,Lucas  di Grassi  DIG,Virgin Cosworth,1:25.974,2010,14
22,Bruno  Senna  SEN,HRT Cosworth,1:26.847,2010,14
23,Sakon  Yamamoto  YAM,HRT Cosworth,1:27.020,2010,14
24,Timo  Glock  GLO,Virgin Cosworth,1:25.934,2010,14
1,Fernando  Alonso  ALO,Ferrari,1:45.390,2010,15
2,Sebastian  Vettel  VET,RBR Renault,1:45.457,2010,15
3,Lewis  Hamilton  HAM,McLaren Mercedes,1:45.571,2010,15
4,Jenson  Button  BUT,McLaren Mercedes,1:45.944,2010,15
5,Mark  Webber  WEB,RBR Renault,1:45.977,2010,15
6,Rubens  Barrichello  BAR,Williams Cosworth,1:46.236,2010,15
7,Nico  Rosberg  ROS,Mercedes,1:46.443,2010,15
8,Robert  Kubica  KUB,Renault,1:46.593,2010,15
9,Michael  Schumacher  MSC,Mercedes,1:46.702,2010,15
10,Kamui  Kobayashi  KOB,Sauber Ferrari,1:47.884,2010,15
11,Jaime  Alguersuari  ALG,STR Ferrari,1:47.666,2010,15
12,Vitaly  Petrov  PET,Renault,1:48.165,2010,15
13,Sebastien  Buemi  BUE,STR Ferrari,1:48.502,2010,15
14,Nick  Heidfeld  HEI,Sauber Ferrari,1:48.557,2010,15
15,Adrian  Sutil  SUT,Force India Mercedes,1:48.899,2010,15
16,Vitantonio  Liuzzi  LIU,Force India Mercedes,1:48.961,2010,15
17,Nico  Hulkenberg  HUL,Williams Cosworth,1:47.674,2010,15
18,Timo  Glock  GLO,Virgin Cosworth,1:50.721,2010,15
19,Heikki  Kovalainen  KOV,Lotus Cosworth,1:50.915,2010,15
20,Lucas  di Grassi  DIG,Virgin Cosworth,1:51.107,2010,15
21,Jarno  Trulli  TRU,Lotus Cosworth,1:51.641,2010,15
22,Christian  Klien  KLI,HRT Cosworth,1:52.946,2010,15
23,Bruno  Senna  SEN,HRT Cosworth,1:54.174,2010,15
24,Felipe  Massa  MAS,Ferrari,,2010,15
1,Sebastian  Vettel  VET,RBR Renault,1:30.785,2010,16
2,Mark  Webber  WEB,RBR Renault,1:30.853,2010,16
3,Robert  Kubica  KUB,Renault,1:31.231,2010,16
4,Fernando  Alonso  ALO,Ferrari,1:31.352,2010,16
5,Jenson  Button  BUT,McLaren Mercedes,1:31.378,2010,16
6,Nico  Rosberg  ROS,Mercedes,1:31.494,2010,16
7,Rubens  Barrichello  BAR,Williams Cosworth,1:31.535,2010,16
8,Lewis  Hamilton  HAM,McLaren Mercedes,1:31.169,2010,16
9,Nico  Hulkenberg  HUL,Williams Cosworth,1:31.559,2010,16
10,Michael  Schumacher  MSC,Mercedes,1:31.846,2010,16
11,Nick  Heidfeld  HEI,Sauber Ferrari,1:32.187,2010,16
12,Felipe  Massa  MAS,Ferrari,1:32.321,2010,16
13,Vitaly  Petrov  PET,Renault,1:32.422,2010,16
14,Kamui  Kobayashi  KOB,Sauber Ferrari,1:32.427,2010,16
15,Adrian  Sutil  SUT,Force India Mercedes,1:32.659,2010,16
16,Jaime  Alguersuari  ALG,STR Ferrari,1:33.071,2010,16
17,Vitantonio  Liuzzi  LIU,Force India Mercedes,1:33.154,2010,16
18,Sebastien  Buemi  BUE,STR Ferrari,1:33.568,2010,16
19,Jarno  Trulli  TRU,Lotus Cosworth,1:35.346,2010,16
20,Heikki  Kovalainen  KOV,Lotus Cosworth,1:35.464,2010,16
21,Lucas  di Grassi  DIG,Virgin Cosworth,1:36.265,2010,16
22,Timo  Glock  GLO,Virgin Cosworth,1:36.332,2010,16
23,Bruno  Senna  SEN,HRT Cosworth,1:37.270,2010,16
24,Sakon  Yamamoto  YAM,HRT Cosworth,1:37.365,2010,16
1,Sebastian  Vettel  VET,RBR Renault,1:35.585,2010,17
2,Mark  Webber  WEB,RBR Renault,1:35.659,2010,17
3,Fernando  Alonso  ALO,Ferrari,1:35.766,2010,17
4,Lewis  Hamilton  HAM,McLaren Mercedes,1:36.062,2010,17
5,Nico  Rosberg  ROS,Mercedes,1:36.535,2010,17
6,Felipe  Massa  MAS,Ferrari,1:36.571,2010,17
7,Jenson  Button  BUT,McLaren Mercedes,1:36.731,2010,17
8,Robert  Kubica  KUB,Renault,1:36.824,2010,17
9,Michael  Schumacher  MSC,Mercedes,1:36.950,2010,17
10,Rubens  Barrichello  BAR,Williams Cosworth,1:36.998,2010,17
11,Nico  Hulkenberg  HUL,Williams Cosworth,1:37.620,2010,17
12,Kamui  Kobayashi  KOB,Sauber Ferrari,1:37.643,2010,17
13,Nick  Heidfeld  HEI,Sauber Ferrari,1:37.715,2010,17
14,Adrian  Sutil  SUT,Force India Mercedes,1:37.783,2010,17
15,Jaime  Alguersuari  ALG,STR Ferrari,1:37.853,2010,17
16,Sebastien  Buemi  BUE,STR Ferrari,1:38.594,2010,17
17,Vitantonio  Liuzzi  LIU,Force India Mercedes,1:38.955,2010,17
18,Jarno  Trulli  TRU,Lotus Cosworth,1:40.521,2010,17
19,Timo  Glock  GLO,Virgin Cosworth,1:40.748,2010,17
20,Vitaly  Petrov  PET,Renault,1:37.799,2010,17
21,Heikki  Kovalainen  KOV,Lotus Cosworth,1:41.768,2010,17
22,Lucas  di Grassi  DIG,Virgin Cosworth,1:42.325,2010,17
23,Sakon  Yamamoto  YAM,HRT Cosworth,1:42.444,2010,17
24,Bruno  Senna  SEN,HRT Cosworth,1:43.283,2010,17
1,Nico  Hulkenberg  HUL,Williams Cosworth,1:14.470,2010,18
2,Sebastian  Vettel  VET,RBR Renault,1:15.519,2010,18
3,Mark  Webber  WEB,RBR Renault,1:15.637,2010,18
4,Lewis  Hamilton  HAM,McLaren Mercedes,1:15.747,2010,18
5,Fernando  Alonso  ALO,Ferrari,1:15.989,2010,18
6,Rubens  Barrichello  BAR,Williams Cosworth,1:16.203,2010,18
7,Robert  Kubica  KUB,Renault,1:16.552,2010,18
8,Michael  Schumacher  MSC,Mercedes,1:16.925,2010,18
9,Felipe  Massa  MAS,Ferrari,1:17.101,2010,18
10,Vitaly  Petrov  PET,Renault,1:17.656,2010,18
11,Jenson  Button  BUT,McLaren Mercedes,1:19.288,2010,18
12,Kamui  Kobayashi  KOB,Sauber Ferrari,1:19.385,2010,18
13,Nico  Rosberg  ROS,Mercedes,1:19.486,2010,18
14,Jaime  Alguersuari  ALG,STR Ferrari,1:19.581,2010,18
15,Nick  Heidfeld  HEI,Sauber Ferrari,1:19.899,2010,18
16,Vitantonio  Liuzzi  LIU,Force India Mercedes,1:20.357,2010,18
17,Timo  Glock  GLO,Virgin Cosworth,1:22.130,2010,18
18,Jarno  Trulli  TRU,Lotus Cosworth,1:22.250,2010,18
19,Sebastien  Buemi  BUE,STR Ferrari,1:19.847,2010,18
20,Heikki  Kovalainen  KOV,Lotus Cosworth,1:22.378,2010,18
21,Lucas  di Grassi  DIG,Virgin Cosworth,1:22.810,2010,18
22,Adrian  Sutil  SUT,Force India Mercedes,1:20.830,2010,18
23,Christian  Klien  KLI,HRT Cosworth,1:23.083,2010,18
24,Bruno  Senna  SEN,HRT Cosworth,1:23.796,2010,18
1,Sebastian  Vettel  VET,RBR Renault,1:39.394,2010,19
2,Lewis  Hamilton  HAM,McLaren Mercedes,1:39.425,2010,19
3,Fernando  Alonso  ALO,Ferrari,1:39.792,2010,19
4,Jenson  Button  BUT,McLaren Mercedes,1:39.823,2010,19
5,Mark  Webber  WEB,RBR Renault,1:39.925,2010,19
6,Felipe  Massa  MAS,Ferrari,1:40.202,2010,19
7,Rubens  Barrichello  BAR,Williams Cosworth,1:40.203,2010,19
8,Michael  Schumacher  MSC,Mercedes,1:40.516,2010,19
9,Nico  Rosberg  ROS,Mercedes,1:40.589,2010,19
10,Vitaly  Petrov  PET,Renault,1:40.901,2010,19
11,Robert  Kubica  KUB,Renault,1:40.780,2010,19
12,Kamui  Kobayashi  KOB,Sauber Ferrari,1:40.783,2010,19
13,Adrian  Sutil  SUT,Force India Mercedes,1:40.914,2010,19
14,Nick  Heidfeld  HEI,Sauber Ferrari,1:41.113,2010,19
15,Nico  Hulkenberg  HUL,Williams Cosworth,1:41.418,2010,19
16,Vitantonio  Liuzzi  LIU,Force India Mercedes,1:41.642,2010,19
17,Jaime  Alguersuari  ALG,STR Ferrari,1:41.738,2010,19
18,Sebastien  Buemi  BUE,STR Ferrari,1:41.824,2010,19
19,Jarno  Trulli  TRU,Lotus Cosworth,1:43.516,2010,19
20,Heikki  Kovalainen  KOV,Lotus Cosworth,1:43.712,2010,19
21,Timo  Glock  GLO,Virgin Cosworth,1:44.095,2010,19
22,Lucas  di Grassi  DIG,Virgin Cosworth,1:44.510,2010,19
23,Bruno  Senna  SEN,HRT Cosworth,1:45.085,2010,19
24,Christian  Klien  KLI,HRT Cosworth,1:45.296,2010,19
1,Sebastian  Vettel  VET,Red Bull Racing Renault,1:23.529,2011,1
2,Lewis  Hamilton  HAM,McLaren Mercedes,1:24.307,2011,1
3,Mark  Webber  WEB,Red Bull Racing Renault,1:24.395,2011,1
4,Jenson  Button  BUT,McLaren Mercedes,1:24.779,2011,1
5,Fernando  Alonso  ALO,Ferrari,1:24.974,2011,1
6,Vitaly  Petrov  PET,Renault,1:25.247,2011,1
7,Nico  Rosberg  ROS,Mercedes,1:25.421,2011,1
8,Felipe  Massa  MAS,Ferrari,1:25.599,2011,1
9,Kamui  Kobayashi  KOB,Sauber Ferrari,1:25.626,2011,1
10,Sebastien  Buemi  BUE,STR Ferrari,1:27.066,2011,1
